Table,Unit,Variety,Year,Attribute,Value
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2013,MO,6
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2013,NC,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2013,TN,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2013,TX,8
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2014,AL,9
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2014,AR,13
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2014,CA,15
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2014,GA,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2014,LA,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2014,MS,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2014,MO,21
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2014,NC,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2014,TN,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2014,TX,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2015,AL,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2015,AR,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2015,CA,10
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2015,GA,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2015,LA,5
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2015,MS,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2015,MO,6
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2015,NC,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2015,TN,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2015,TX,5
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2016,AL,6
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2016,AR,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2016,CA,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2016,GA,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2016,LA,10
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2016,MS,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2016,MO,12
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2016,NC,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2016,TN,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2016,TX,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2017,AL,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2017,AR,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2017,CA,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2017,GA,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2017,LA,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2017,MS,8
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2017,MO,5
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2017,NC,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2017,TN,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2017,TX,5
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2018,AL,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2018,AR,9
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2018,CA,6
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2018,GA,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2018,LA,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2018,MS,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2018,MO,6
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2018,NC,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2018,TN,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2018,TX,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2019,AL,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2019,AR,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2019,CA,10
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2019,GA,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2019,LA,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2019,MS,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2019,MO,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2019,NC,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2019,TN,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2019,TX,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2020,AL,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2020,AR,12
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2020,CA,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2020,GA,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2020,LA,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2020,MS,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2020,MO,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2020,NC,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2020,TN,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2020,TX,5
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2000,AL,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2000,AR,23
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2000,CA,17
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2000,GA,32
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2000,LA,13
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2000,MS,13
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2000,MO,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2000,NC,29
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2000,TN,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2000,TX,33
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2001,AL,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2001,AR,29
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2001,CA,27
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2001,GA,43
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2001,LA,14
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2001,MS,15
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2001,MO,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2001,NC,37
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2001,TN,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2001,TX,35
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2002,AL,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2002,AR,37
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2002,CA,26
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2002,GA,55
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2002,LA,9
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2002,MS,22
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2002,MO,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2002,NC,27
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2002,TN,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2002,TX,40
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2003,AL,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2003,AR,25
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2003,CA,27
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2003,GA,32
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2003,LA,15
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2003,MS,16
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2003,MO,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2003,NC,29
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2003,TN,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2003,TX,39
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2004,AL,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2004,AR,15
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2004,CA,39
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2004,GA,23
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2004,LA,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2004,MS,23
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2004,MO,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2004,NC,27
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2004,TN,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2004,TX,40
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2005,AL,28
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2005,AR,12
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2005,CA,40
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2005,GA,11
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2005,LA,10
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2005,MS,23
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2005,MO,59
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2005,NC,24
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2005,TN,8
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2005,TX,35
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2006,AL,25
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2006,AR,21
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2006,CA,40
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2006,GA,13
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2006,LA,13
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2006,MS,22
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2006,MO,40
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2006,NC,19
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2006,TN,10
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2006,TX,34
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2007,AL,25
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2007,AR,16
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2007,CA,51
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2007,GA,10
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2007,LA,11
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2007,MS,19
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2007,MO,63
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2007,NC,16
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2007,TN,17
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2007,TX,36
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2008,AL,15
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2008,AR,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2008,CA,45
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2008,GA,5
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2008,LA,6
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2008,MS,13
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2008,MO,68
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2008,NC,14
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2008,TN,14
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2008,TX,31
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2009,AL,18
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2009,AR,5
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2009,CA,54
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2009,GA,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2009,LA,10
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2009,MS,16
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2009,MO,29
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2009,NC,13
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2009,TN,10
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2009,TX,31
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2010,AL,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2010,AR,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2010,CA,56
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2010,GA,8
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2010,LA,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2010,MS,9
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2010,MO,47
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2010,NC,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2010,TN,8
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2010,TX,27
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2011,AL,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2011,AR,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2011,CA,46
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2011,GA,6
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2011,LA,6
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2011,MS,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2011,MO,47
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2011,NC,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2011,TN,6
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2011,TX,19
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2012,AL,11
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2012,AR,12
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2012,CA,43
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2012,GA,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2012,LA,9
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2012,MS,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2012,MO,32
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2012,NC,8
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2012,TN,6
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2012,TX,22
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2013,AL,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2013,AR,13
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2013,CA,40
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2013,GA,10
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2013,LA,16
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2013,MS,12
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2013,MO,54
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2013,NC,5
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2013,TN,5
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2013,TX,17
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2014,AL,6
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2014,AR,12
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2014,CA,28
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2014,GA,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2014,LA,11
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2014,MS,11
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2014,MO,27
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2014,NC,5
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2014,TN,5
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2014,TX,15
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2015,AL,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2015,AR,12
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2015,CA,35
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2015,GA,5
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2015,LA,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2015,MS,11
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2015,MO,36
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2015,NC,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2015,TN,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2015,TX,11
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2016,AL,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2016,AR,8
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2016,CA,37
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2016,GA,5
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2016,LA,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2016,MS,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2016,MO,34
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2016,NC,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2016,TN,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2016,TX,11
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2017,AL,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2017,AR,13
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2017,CA,27
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2017,GA,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2017,LA,5
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2017,MS,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2017,MO,36
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2017,NC,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2017,TN,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2017,TX,13
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2018,AL,6
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2018,AR,14
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2018,CA,18
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2018,GA,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2018,LA,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2018,MS,6
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2018,MO,20
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2018,NC,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2018,TN,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2018,TX,10
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2019,AL,5
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2019,AR,10
